Date,Close,MA7,MA30
2015-02-13,0.032369638926593405,0.026971465782738735,0.01606839733338611
2015-02-17,0.033073214239613416,0.028048849125850747,0.01669621861086938
2015-02-18,0.03390815035280892,0.0293856795828972,0.017455306228838965
2015-02-19,0.03365483115002761,0.030577762799857466,0.01820510819702012
2015-02-20,0.03463986867834973,0.03159916188926078,0.01894051186313006
2015-02-23,0.03792323885833136,0.032707948355954114,0.019655228942814976
2015-02-24,0.037144636905318607,0.033487653629348274,0.02033845496608372
2015-02-25,0.03397381470784962,0.03372115568156435,0.02100075842563358
2015-02-26,0.03550293978154251,0.034074823843739194,0.02168507726201925
2015-02-27,0.03366425761516785,0.03403932308663689,0.022318266739311476
2015-03-02,0.03425524483305761,0.03412671863817447,0.023070795209567105
2015-03-03,0.03450851590069777,0.03410759907315897,0.023859697651012035
2015-03-04,0.033739284255160595,0.033498587269318966,0.024531218122723977
2015-03-05,0.03174113838870728,0.032712060002470914,0.025104677549264987
2015-03-06,0.03191933468121355,0.03241301216241388,0.025590285635740104
2015-03-09,0.03242591692911148,0.03196512411974828,0.02607464321273366
2015-03-10,0.0299587021347566,0.03142574756302266,0.026467810881480883
2015-03-11,0.0278291954681278,0.03049037892581638,0.026916512629722722
2015-03-12,0.029902400064667947,0.02981991779990678,0.027234680644870154
2015-03-13,0.029095623009040297,0.029143991605636313,0.027405729864111883
2015-03-16,0.030371477015093046,0.028944625211181976,0.02767936567383822
2015-03-17,0.03233214165164408,0.02900471293715995,0.02797375869300181
2015-03-18,0.03367361187759638,0.02918632603368901,0.02831491634220193
2015-03-19,0.03276363307936109,0.029594608679233414,0.028593840085422095
2015-03-20,0.031262659040712515,0.030094379838837795,0.028791508224115997
2015-03-23,0.03249158128415218,0.030471258193051243,0.02906612056007163
2015-03-24,0.03200380383139356,0.030894569776588027,0.029297287263938904
2015-03-25,0.028898629943918216,0.0306801837861385,0.029342393245881032
2015-03-26,0.029705398977022346,0.030297838028064877,0.02932116691812159
2015-03-27,0.028776679563835922,0.029585045977351537,0.029214705138014246
2015-03-30,0.031703601001140336,0.02943074888062963,0.02919115817778073
2015-03-31,0.02988364340466977,0.029230020890083683,0.02907839478287147
2015-04-01,0.029714817419639064,0.02882583821355958,0.028930144600637364
2015-04-02,0.0307185554502947,0.028638758880920018,0.02882633614695329
2015-04-06,0.03262294208432766,0.02918086563632674,0.028755030161980943
2015-04-07,0.031365868805843675,0.029422561787835172,0.028523202324613667
2015-04-08,0.03098122891550452,0.029743453552840596,0.02830530253648919
2015-04-09,0.03188179729364661,0.029769391608061024,0.028231341806960852
2015-04-10,0.032388403609115116,0.03013398173271005,0.028121231171221728
2015-04-13,0.03215385711137905,0.030489005652228257,0.028067832799687276
2015-04-14,0.03163789653348202,0.030622823923342354,0.02797529963607584
2015-04-15,0.03208821682390893,0.030544989905937,0.027889732907911524
2015-04-16,0.0315159702209703,0.030566838501883978,0.027811130346181906
2015-04-17,0.030183822167352437,0.030450768857696583,0.027756073326553027
2015-04-20,0.032857456491969625,0.030592784731351963,0.0277892394814038
2015-04-21,0.032210175226514745,0.030566842005132933,0.027781612196083216
2015-04-22,0.03381431891767685,0.030808536988891702,0.027917922834852532
2015-04-23,0.034799364468522484,0.031268716764370694,0.028164344676614078
2015-04-24,0.035371570958843496,0.03174663816027842,0.028357700557163745
2015-04-27,0.03759487697051027,0.03263147710239002,0.02865818133670664
2015-04-28,0.03563426849162389,0.033424838040188476,0.028844240924125575
2015-04-29,0.03383308360019856,0.03356684924284527,0.028897304899951543
2015-04-30,0.030559083727692504,0.03332651819067739,0.028787194547839012
2015-05-01,0.034123900077929176,0.03337158048191191,0.02883528513202077
2015-05-04,0.03388939369281073,0.03323912614238875,0.028928150138701703
2015-05-05,0.031168883763245114,0.03262738764311657,0.028881387777677625
2015-05-06,0.030427746995087587,0.03158414813201382,0.02882566820641594
2015-05-07,0.031153103459474196,0.030931874706899218,0.028905372373685678
2015-05-08,0.03337630517833516,0.03086538654509091,0.029035152794649688
2015-05-11,0.032151666962457096,0.03109720119906309,0.029154471366501095
2015-05-12,0.031727756819469904,0.030748421236922133,0.02915532536605861
2015-05-13,0.031859663151244985,0.03045297590453462,0.02922518513922634
2015-05-14,0.034629174654492764,0.030956652018967787,0.02939892625810281
2015-05-15,0.034459634664868455,0.03154352912819662,0.029531187560544542
2015-05-18,0.03579733430476466,0.03221953823269222,0.029643414334011464
2015-05-19,0.03568428892579356,0.03255548579393197,0.02979608682149318
2015-05-20,0.0356748865282239,0.03306832173661786,0.02996202537383802
2015-05-21,0.03692773995933446,0.03382522553035085,0.030140418535471752
2015-05-22,0.03801108549091481,0.0347206197615466,0.030339201610153826
2015-05-26,0.035260362737759315,0.034812494800740654,0.030449028335711253
2015-05-27,0.03754009917989111,0.035260883808006,0.030657693526827234
2015-05-28,0.0372951394466214,0.03547890266761593,0.03084177793891621
2015-05-29,0.035882084243268,0.03550769353523074,0.03099613658626818
2015-06-01,0.03612700386392009,0.03557350323449253,0.031206250541827768
2015-06-02,0.0355806700119627,0.035377425223051914,0.0313025264414607
2015-06-03,0.03573138113887711,0.03504559397932756,0.03142701439090595
2015-06-04,0.03501541904953666,0.03500994024702113,0.0314694778242339
2015-06-05,0.03434660533094441,0.034545098814940334,0.03145347107596852
2015-06-08,0.03354586923553003,0.033999359190373196,0.031388925613564295
2015-06-09,0.03318788819085981,0.03360719499324441,0.031233121888913945
2015-06-10,0.03456324555617579,0.03337957606376382,0.03119525717655089
2015-06-11,0.03429004654010301,0.033191714338858896,0.03121141254513113
2015-06-12,0.03295241910291853,0.03278721169893077,0.031296026004443644
